Date,Year,Month,beef_qty,veal_qty,milk_lag_y0m0,milk_lag_y0m1,milk_lag_y0m2,milk_lag_y0m3,milk_lag_y0m4,milk_lag_y0m5,milk_lag_y0m6,milk_lag_y0m7,milk_lag_y0m8,milk_lag_y0m9,milk_lag_y0m10,milk_lag_y0m11,milk_lag_y0m12,milk_lag_y1m1,milk_lag_y1m2,milk_lag_y1m3,milk_lag_y1m4,milk_lag_y1m5,milk_lag_y1m6,milk_lag_y1m7,milk_lag_y1m8,milk_lag_y1m9,milk_lag_y1m10,milk_lag_y1m11,milk_lag_y1m12,milk_lag_y2m1,milk_lag_y2m2,milk_lag_y2m3,milk_lag_y2m4,milk_lag_y2m5,milk_lag_y2m6,milk_lag_y2m7,milk_lag_y2m8,milk_lag_y2m9,milk_lag_y2m10,milk_lag_y2m11,milk_lag_y2m12,milk_lag_y3m1,milk_lag_y3m2,milk_lag_y3m3,milk_lag_y3m4,milk_lag_y3m5,milk_lag_y3m6,milk_lag_y3m7,milk_lag_y3m8,milk_lag_y3m9,milk_lag_y3m10,milk_lag_y3m11,milk_lag_y3m12,milk_lag_y4m1,milk_lag_y4m2,milk_lag_y4m3,milk_lag_y4m4,milk_lag_y4m5,milk_lag_y4m6,milk_lag_y4m7,milk_lag_y4m8,milk_lag_y4m9,milk_lag_y4m10,milk_lag_y4m11,milk_lag_y4m12,milk_lag_y5m1,milk_lag_y5m2,milk_lag_y5m3,milk_lag_y5m4,milk_lag_y5m5,milk_lag_y5m6,milk_lag_y5m7,milk_lag_y5m8,milk_lag_y5m9,milk_lag_y5m10,milk_lag_y5m11,milk_lag_y5m12,milk_lag_y6m1,milk_lag_y6m2,milk_lag_y6m3,milk_lag_y6m4,milk_lag_y6m5,milk_lag_y6m6,milk_lag_y6m7,milk_lag_y6m8,milk_lag_y6m9,milk_lag_y6m10,milk_lag_y6m11,milk_lag_y6m12,milk_lag_y7m1,milk_lag_y7m2,milk_lag_y7m3,milk_lag_y7m4,milk_lag_y7m5,milk_lag_y7m6,milk_lag_y7m7,milk_lag_y7m8,milk_lag_y7m9,milk_lag_y7m10,milk_lag_y7m11,milk_lag_y7m12
3/1/1991,1991,3,1720,25,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954,12020
4/1/1991,1991,4,1872,23,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612,11954
5/1/1991,1991,5,1947,23,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256,12612
6/1/1991,1991,6,1874,20,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039,12256
7/1/1991,1991,7,1996,22,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664,12039
8/1/1991,1991,8,2077,22,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211,11664
9/1/1991,1991,9,1940,24,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394,11211
10/1/1991,1991,10,2114,28,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974,11394
11/1/1991,1991,11,1813,26,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333,10974
12/1/1991,1991,12,1782,27,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365,11333
1/1/1992,1992,1,2039,28,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850,11365
2/1/1992,1992,2,1708,25,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706,10850
3/1/1992,1992,3,1850,27,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656,11706
4/1/1992,1992,4,1787,25,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218,11656
5/1/1992,1992,5,1900,25,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700,12218
6/1/1992,1992,6,2039,25,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482,11700
7/1/1992,1992,7,2015,24,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191,11482
8/1/1992,1992,8,1980,24,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771,11191
9/1/1992,1992,9,1996,23,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905,10771
10/1/1992,1992,10,2015,24,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515,10905
11/1/1992,1992,11,1784,23,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992,10515
12/1/1992,1992,12,1855,26,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276,10992
1/1/1993,1993,1,1822,22,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483,11276
2/1/1993,1993,2,1677,21,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866,10483
3/1/1993,1993,3,1858,26,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026,11866
4/1/1993,1993,4,1782,22,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872,12026
5/1/1993,1993,5,1857,19,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503,12872
6/1/1993,1993,6,2051,22,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549,12503
7/1/1993,1993,7,1984,21,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331,12549
8/1/1993,1993,8,2065,23,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759,12331
9/1/1993,1993,9,2027,22,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959,11759
10/1/1993,1993,10,1980,22,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501,11959
11/1/1993,1993,11,1891,23,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887,11501
12/1/1993,1993,12,1948,24,12414,11826,12247,11919,12439,12850,12935,13509,12919,13129,11724,12725,12578,11978,12379,12012,12505,12806,12800,13279,12744,13064,12057,12645,12322,11676,12056,11634,12161,12287,12393,13186,12801,13018,11649,12513,12304,11762,12034,11667,12257,12535,12590,13212,12714,12949,11437,12259,11869,11341,11628,11310,11811,11952,12120,12941,12557,12713,11379,12272,11999,11413,11801,11604,11975,12312,12433,12965,12404,12574,11543,12012,11860,11298,11704,11432,11921,12227,12328,12897,12222,12256,10896,11668,11385,10931,11344,11251,11894,12235,12517,13133,12473,12565,11221,12176,11887
